ST	adk	fumC	gyrB	icd	mdh	purA	recA	clonal_complex
929	13	43	49	37	17	44	96	
935	4	24	9	25	5	31	25	
937	6	29	5	26	24	8	6	
938	62	66	17	63	45	16	19	
939	80	4	33	16	7	8	6	
940	6	6	22	16	11	1	7	
941	13	21	13	97	17	14	25	
942	6	4	3	16	9	8	6	
945	88	103	19	36	23	68	26	
947	6	65	5	1	9	13	4	
949	6	4	14	16	24	8	6	
950	6	31	5	28	1	8	2	
951	34	36	67	25	28	16	4	
952	10	11	4	8	8	8	117	
953	8	7	1	8	125	8	6	
954	19	184	53	140	24	85	42	
955	4	2	2	167	4	16	4	
958	13	13	152	13	16	10	9	
959	13	13	9	13	16	10	119	
960	12	186	136	168	126	1	120	
961	13	13	9	13	16	126	9	
962	6	4	5	16	127	8	7	
963	4	26	151	25	5	5	19	
964	35	183	29	25	4	5	73	
965	6	23	32	88	9	26	29	
966	9	6	153	131	24	8	7	
967	46	4	87	29	77	127	22	
968	36	24	9	13	17	128	25	
969	13	43	13	14	128	94	92	
971	6	4	4	16	24	8	121	
972	51	48	45	139	129	42	37	
973	154	187	22	52	130	129	4	
974	6	4	12	1	131	12	7	
975	10	182	4	8	8	8	2	
976	10	189	4	8	8	8	2	
977	6	188	15	9	63	18	7	
978	76	43	19	13	17	44	25	
979	37	38	19	13	17	11	26	
980	10	6	5	16	5	8	7	
981	4	100	151	25	7	5	19	
982	46	32	24	29	7	19	22	
983	62	143	17	31	132	5	4	
984	134	164	85	169	111	69	103	
985	6	113	7	75	74	3	7	
986	10	134	4	8	8	8	2	
987	8	7	15	8	8	8	6	
988	13	14	19	36	17	11	10	
989	36	21	9	13	17	11	25	
990	6	4	112	36	20	12	7	
991	54	22	2	27	5	5	95	
992	21	24	9	13	17	11	25	
993	10	7	154	8	12	8	2	
994	137	19	4	16	9	8	7	
995	13	188	19	36	23	11	10	
996	13	190	19	36	23	11	10	
997	83	23	155	170	133	1	2	
998	13	52	156	14	17	25	17	
999	13	166	47	13	23	28	122	
1000	37	24	9	172	17	11	25	
1001	6	23	4	18	7	7	6	
1002	35	37	4	25	4	5	73	
1003	34	36	39	87	67	131	4	
1005	36	24	9	13	17	113	25	
1006	4	26	39	126	5	31	19	
1007	6	191	4	88	7	7	7	
1008	58	192	155	161	134	13	2	
1010	35	35	157	167	5	5	91	
1011	6	4	159	44	112	1	17	
1013	37	43	49	36	30	44	36	
1014	6	95	4	88	24	7	7	
1015	6	4	14	16	24	13	14	
1016	6	4	14	16	7	8	14	
1017	6	4	12	16	20	8	14	
1018	6	4	4	16	70	8	14	
1019	21	45	61	52	9	5	4	
1020	9	23	3	18	24	8	7	
1021	6	61	6	11	6	3	7	
1022	6	61	161	11	13	3	50	
1024	6	158	6	11	13	3	50	
1025	6	61	6	174	13	3	50	
1027	10	11	4	8	23	11	2	
1028	6	11	4	8	17	8	2	
1029	6	7	69	8	24	132	20	
1030	6	4	4	1	22	133	7	
1031	15	14	13	13	30	14	79	
1032	157	4	3	18	7	7	6	
1033	13	21	13	175	17	14	25	
1034	19	23	51	176	21	2	16	
1035	53	40	47	13	20	28	29	
1036	6	4	12	1	23	11	7	
1037	36	24	9	13	36	8	25	
1038	13	14	19	36	8	12	2	
1039	13	14	19	36	8	11	10	
1040	76	194	10	15	16	134	123	
1041	76	24	13	97	23	76	79	
1042	6	6	27	10	9	8	2	
1043	10	11	4	8	8	78	2	
1044	36	24	9	13	17	76	25	
1045	21	14	19	36	23	11	30	
1046	21	26	27	6	5	5	4	
1048	159	4	4	1	22	8	7	
1049	6	4	14	16	24	5	14	
1050	43	41	15	90	11	7	6	
1051	6	4	163	1	22	8	7	
1052	6	4	4	178	22	8	7	
1053	6	4	4	179	22	8	7	
1054	6	197	4	1	22	8	7	
1055	77	198	7	18	54	18	7	
1056	6	19	3	18	9	8	6	
1057	14	14	10	137	17	7	10	
1058	37	38	19	37	17	11	34	
1060	10	11	4	8	8	8	128	
1061	18	100	22	31	139	139	4	
1062	18	22	4	6	5	5	4	
1064	14	205	10	14	17	11	10	
1065	46	206	172	52	140	17	87	
1066	135	38	169	18	9	8	7	
1067	13	38	170	13	17	64	26	
1068	6	23	5	1	7	38	6	
1069	6	24	15	18	9	26	7	
1070	37	39	19	37	17	11	26	
1071	6	4	32	1	7	7	6	
1072	64	4	5	83	8	8	6	
1073	43	11	15	18	11	7	6	
1074	43	43	15	18	11	7	6	
1075	10	11	4	186	8	8	2	
1076	6	36	4	187	7	8	6	
1078	10	11	4	8	8	140	2	
1079	6	19	14	16	11	12	2	
1080	6	4	7	9	7	7	56	
1081	6	4	5	18	11	8	2	
1082	6	4	12	1	20	13	126	
1083	6	4	33	1	20	12	127	
1084	6	29	14	16	11	2	2	
1085	6	207	12	1	9	2	7	
1086	6	4	32	185	24	13	7	
1087	80	186	54	10	143	35	47	
1088	6	4	12	1	144	12	7	
1089	6	208	14	18	7	7	71	
1090	18	202	27	182	145	1	19	
1091	10	11	4	8	8	142	2	
1092	13	147	19	22	17	10	2	
1093	19	4	12	16	9	7	7	
1094	160	38	13	192	17	137	93	
1095	12	199	4	8	8	8	2	
1096	19	23	18	24	9	2	16	
1097	16	4	12	16	9	7	2	
1098	6	4	4	180	22	8	7	
1099	6	4	3	17	7	7	7	
1100	16	4	12	16	9	7	6	
1101	9	8	5	1	9	8	7	
1102	9	8	12	1	9	12	6	
1103	6	4	4	1	22	8	2	
1104	6	209	53	140	146	1	2	
1105	6	4	3	193	7	7	6	
1106	6	19	3	135	147	8	6	
1107	16	4	12	16	9	143	7	
1108	16	4	173	16	9	7	7	
1109	10	7	4	140	138	8	2	
1110	137	4	5	1	11	136	7	
1111	6	4	69	9	11	35	7	
1112	10	11	5	10	8	1	2	
1113	6	6	12	10	9	8	7	
1114	10	27	5	10	12	1	2	
1115	6	196	1	91	8	8	2	
1116	12	12	8	12	9	2	2	
1117	164	210	174	6	5	16	4	
1118	6	6	4	26	9	13	98	
1119	92	4	87	96	70	144	2	
1121	6	4	4	159	9	23	7	
1122	8	11	57	1	7	18	6	
1123	6	6	5	1	9	8	6	
1124	8	7	4	141	8	18	2	
1125	6	4	15	18	24	26	7	
1126	6	4	4	16	24	5	14	
1127	6	134	4	10	7	8	6	
1128	9	65	5	1	9	8	6	
1129	166	4	1	196	1	1	1	
1130	165	10	1	1	1	1	1	
1131	12	23	136	197	1	2	17	
1132	6	213	33	1	24	8	7	
1133	46	32	24	29	26	19	22	
1134	122	88	125	12	96	8	2	
1135	101	11	97	108	26	79	2	
1136	6	212	4	1	9	48	7	
1137	10	11	57	8	8	8	2	
1138	6	29	32	203	11	8	14	
1139	8	7	1	8	8	18	6	
1140	83	23	164	181	80	1	42	
1141	10	11	183	8	8	8	2	
1142	133	111	85	190	142	141	76	
1143	18	201	16	23	5	138	4	
1144	10	7	4	191	12	8	2	
1145	10	211	4	8	8	8	2	
1146	6	29	4	1	24	8	7	
1147	6	4	4	18	135	7	6	
1148	6	95	3	18	11	7	14	
1149	76	115	84	119	91	37	136	
1150	6	185	33	10	20	12	7	
1151	6	69	175	18	9	8	7	
1152	87	34	176	194	24	2	17	
1153	43	41	15	195	11	7	6	
1154	36	24	9	13	148	11	25	
1155	13	147	19	13	149	28	30	
1156	62	22	160	173	137	16	19	
1157	137	29	5	26	9	7	7	
1158	18	3	17	6	5	5	4	
1159	18	52	10	13	17	25	17	
1161	36	44	10	13	17	10	25	
1162	38	39	30	119	17	25	96	
1163	20	45	56	106	7	50	46	
1164	13	24	19	14	30	152	2	
1165	21	43	9	36	30	44	25	
1166	172	224	182	204	153	2	134	
1167	6	6	5	10	9	8	2	
1168	55	38	19	13	17	11	26	
1169	55	38	19	26	24	11	6	
1170	13	40	19	13	23	28	109	
1171	37	38	19	43	5	11	2	
1172	6	6	14	18	7	18	6	
1173	37	38	19	37	17	11	9	
1174	13	13	9	13	16	10	26	
1175	10	7	5	8	8	145	2	
1176	146	171	141	155	118	120	107	
1177	4	26	2	211	5	5	19	
1178	10	27	5	8	12	1	2	
1179	35	37	29	25	4	156	73	
1180	9	1	5	1	9	13	6	
1181	6	29	32	211	5	5	19	
1182	16	106	17	16	11	8	6	
1183	53	40	47	37	17	11	26	
1184	6	4	33	13	36	28	29	
1185	53	40	47	29	59	58	62	
1186	6	6	33	1	20	18	7	
1187	6	4	12	26	11	8	2	
1188	85	88	78	13	36	28	29	
1189	53	40	47	16	11	8	6	
1190	37	38	19	13	36	28	29	
1191	6	4	33	6	5	5	4	
1192	4	26	2	16	11	8	44	
1193	14	14	10	200	17	7	10	
1194	6	11	95	8	8	7	2	
1195	53	40	47	13	36	28	7	
1196	6	6	33	26	11	8	2	
1197	18	106	187	6	5	5	4	
1198	53	40	47	13	125	99	29	
1199	163	200	134	189	141	66	125	
1201	10	11	5	8	7	8	2	
1202	64	153	188	83	161	8	6	
1204	83	230	120	161	159	2	2	
1205	6	4	5	18	7	8	14	
1209	6	11	29	8	4	5	73	
1211	6	6	15	8	11	26	6	
1215	53	40	47	13	165	28	29	
1216	4	26	2	25	36	5	19	
1217	13	14	19	22	36	11	10	
1218	76	13	190	13	17	30	93	
1219	6	113	7	45	74	3	7	
1224	10	11	4	56	8	8	2	
1228	79	26	196	212	166	5	19	
1229	78	27	195	10	12	8	2	
1230	80	29	5	16	167	8	141	
1231	37	38	19	37	151	11	26	
1232	21	40	27	6	5	5	4	
1233	13	40	19	36	23	11	10	
1234	43	41	15	18	11	7	17	
1235	20	45	197	106	7	50	46	
1236	170	195	13	100	30	25	30	
1237	8	236	1	8	8	18	6	
1238	10	11	4	13	8	8	2	
1239	10	225	4	205	20	8	2	
1240	148	29	22	18	9	1	14	
1241	4	2	2	4	4	4	118	
1242	171	103	19	36	23	44	26	
1243	6	6	5	9	5	8	2	
1244	6	7	5	8	8	18	2	
1245	127	228	186	12	157	153	138	
1246	6	4	15	56	11	26	6	
1247	10	11	4	8	8	3	2	
1248	6	29	12	1	9	8	7	
1249	6	23	5	16	24	18	6	
1250	100	23	7	45	7	3	7	
1251	6	27	4	10	8	8	6	
1252	176	4	12	16	7	7	7	
1253	6	19	14	210	11	12	2	
1254	43	229	15	90	11	8	6	
1255	88	103	19	36	23	154	26	
1256	9	23	64	18	158	8	6	
1257	36	39	10	119	17	11	28	
1258	6	23	15	102	9	73	6	
1259	147	11	4	8	8	8	2	
1260	10	11	4	8	8	155	2	
1261	178	6	14	18	7	7	71	
1262	177	24	9	13	17	11	25	
1263	10	11	4	8	8	12	2	
1264	6	11	4	10	24	8	6	
1265	179	193	8	12	1	1	17	
1266	168	184	53	140	24	85	42	
1267	6	8	143	159	9	23	7	
1268	35	22	16	6	168	5	95	
1269	180	52	156	14	17	25	17	
1270	20	45	12	1	20	12	7	
1272	11	63	87	1	14	7	7	
1273	1	75	1	1	1	1	1	
1274	1	61	1	174	13	3	50	
1275	167	61	6	11	13	3	50	
1276	17	231	167	198	7	157	2	
1277	127	232	4	12	160	162	17	
1278	36	238	9	13	17	11	25	
1279	41	4	12	1	20	12	7	
1280	92	4	87	96	70	58	133	
1282	76	38	9	13	30	11	25	
1283	15	15	10	15	18	11	11	
1284	10	4	4	8	8	13	73	
1285	6	6	33	26	11	25	2	
1286	10	174	4	8	8	8	2	
1287	10	11	198	8	8	13	73	
1288	10	11	1	8	8	8	6	
1289	53	40	5	13	36	28	29	
1290	10	189	4	8	8	2	2	
1291	10	11	4	8	8	5	2	
1292	9	19	194	16	7	1	2	
1293	6	4	4	85	43	12	144	
1294	10	99	5	91	8	8	2	
1295	6	4	5	9	9	8	2	
1296	6	7	4	8	8	18	6	
1297	176	4	173	16	7	7	7	
1298	194	65	5	1	9	13	6	
1299	34	240	2	63	5	5	4	
1300	12	136	199	30	24	2	17	
1301	195	239	26	213	169	163	2	
1302	196	11	5	1	12	8	6	
1303	10	7	4	8	12	35	2	
1304	6	95	4	18	11	7	14	
1306	6	11	4	18	11	8	7	
1307	6	95	3	18	11	18	6	
1308	6	6	33	1	24	8	7	
1309	8	241	4	8	8	9	2	
1310	9	6	12	1	9	47	6	
1311	6	6	22	16	11	1	6	
1312	6	11	4	8	8	78	2	
1313	10	11	60	8	8	8	2	
1314	6	11	4	199	7	8	6	
1315	6	217	4	28	1	1	2	
1316	10	214	1	1	71	8	6	
1317	13	147	19	202	149	28	30	
1318	14	14	10	200	17	7	26	
1319	17	4	13	198	26	146	2	
1320	35	37	29	25	4	5	131	
1321	36	39	177	119	17	11	28	
1322	37	216	19	37	17	11	26	
1323	174	215	185	25	5	5	19	
1324	6	29	178	18	11	8	41	
1325	6	219	5	9	9	8	2	
1326	6	220	3	26	9	7	7	
1327	6	222	6	45	55	1	17	
1328	10	11	179	1	8	148	2	
1329	10	226	4	8	8	8	2	
1330	36	24	9	13	17	150	25	
1331	36	24	9	13	155	11	25	
1332	36	24	9	208	17	11	25	
1333	36	24	84	13	17	30	132	
1334	37	221	19	37	17	11	26	
1335	62	100	17	31	5	151	4	
1336	88	103	19	201	23	44	26	
1337	92	4	87	96	70	58	130	
1338	132	170	85	207	154	149	135	
1339	169	14	19	36	23	11	10	
1340	101	88	180	108	26	79	2	
1341	6	11	4	8	8	159	139	
1342	56	220	84	88	9	8	7	
1343	179	197	19	1	20	13	7	
1344	179	197	12	1	20	13	7	
1345	179	197	12	16	24	8	14	
1346	176	226	4	8	8	8	2	
1347	194	220	81	18	11	8	6	
1348	176	226	5	36	7	79	2	
1349	180	24	9	13	17	11	25	
1350	179	95	32	26	9	8	2	
1351	43	118	170	18	11	7	6	
1352	179	197	32	36	9	8	2	
1353	179	220	15	1	43	8	7	
1354	180	108	10	14	17	25	17	
1355	179	197	21	1	20	13	7	
1356	63	220	15	18	43	8	7	
1357	101	33	25	29	7	11	24	
1358	20	45	56	43	5	32	2	
1359	176	226	1	1	71	8	6	
1360	179	197	4	1	9	26	2	
1361	179	197	14	16	24	8	14	
1362	80	197	3	18	43	8	41	
1363	172	187	22	52	130	129	4	
1364	179	118	33	1	9	8	6	
1365	179	197	12	1	20	12	7	
1366	92	197	87	96	70	58	91	
1367	180	115	19	13	17	44	25	
1368	179	197	12	36	20	12	7	
1369	37	220	19	37	17	11	26	
1370	179	90	5	28	1	1	2	
1371	194	220	33	131	24	8	7	
1372	176	90	138	8	8	8	2	
1373	180	40	93	13	23	28	66	
1374	194	95	5	1	9	13	6	
1375	180	157	19	36	23	11	10	
1376	180	220	19	36	23	11	10	
1377	179	197	21	1	20	12	7	
1378	179	90	33	26	11	1	6	
1379	6	4	12	1	9	8	7	
1380	35	35	61	52	5	5	4	
1381	176	242	12	217	7	7	7	
1382	53	220	47	13	36	28	29	
1383	179	90	4	16	24	8	14	
1384	176	197	12	16	7	7	7	
1385	13	40	93	13	23	28	30	
1386	76	13	19	13	17	44	25	
1387	179	73	12	1	20	13	7	
1388	179	226	4	10	7	8	6	
1389	9	6	162	18	7	8	7	
1390	6	4	12	1	20	135	7	
1391	180	38	19	14	23	1	10	
1392	37	43	9	37	17	37	25	
1393	14	14	10	215	17	7	10	
1394	18	106	17	6	5	164	4	
1395	6	4	5	26	24	8	14	
1396	6	6	4	18	9	8	7	
1397	10	11	4	8	8	21	2	
1398	199	4	4	16	24	8	121	
1399	173	11	4	8	8	8	2	
1400	200	243	201	218	5	165	19	
1401	6	11	4	10	7	166	6	
1402	193	11	5	8	8	8	2	
1403	9	23	33	85	11	8	6	
1404	36	24	9	13	17	167	25	
1405	27	32	24	29	26	168	22	
1406	46	156	2	25	5	16	19	
1408	8	7	5	220	8	8	2	
1409	92	4	87	13	70	58	2	
1410	53	40	47	25	36	28	29	
1411	14	14	10	14	171	11	10	
1412	35	37	29	1	4	5	73	
1413	6	4	12	13	20	18	7	
1414	6	247	57	1	8	8	2	
1415	204	11	4	1	8	8	2	
1416	14	14	10	14	8	7	10	
1417	10	11	4	8	9	13	2	
1418	6	248	14	21	9	7	7	
1419	6	6	14	21	9	169	7	
1420	21	35	27	6	5	5	129	
1421	8	7	1	8	8	8	2	
1422	175	40	184	206	150	147	130	
1423	6	4	3	18	9	8	6	
1424	6	4	12	1	26	12	7	
1425	6	4	12	1	80	12	7	
1426	6	4	12	9	9	12	7	
1427	6	4	32	185	24	14	7	
1428	6	4	84	1	9	2	7	
1429	6	4	109	1	8	8	6	
1430	6	23	68	45	11	7	7	
1431	6	65	3	1	11	13	6	
1432	6	65	4	18	24	8	14	
1433	10	4	4	1	12	8	2	
1434	10	11	5	8	7	8	6	
1435	10	13	9	1	16	8	2	
1436	10	27	4	12	12	18	2	
1437	10	27	5	8	8	1	2	
1438	13	11	9	13	16	10	9	
1439	13	13	9	13	16	10	2	
1440	13	13	41	13	16	10	9	
1441	13	43	19	36	17	37	28	
1442	13	44	121	13	16	10	25	
1443	13	52	9	14	17	25	17	
1444	13	96	10	13	17	25	25	
1445	14	11	10	14	17	7	74	
1446	14	14	19	14	17	92	10	
1447	18	106	17	6	8	5	4	
1448	20	45	9	43	5	1	2	
1449	27	32	24	29	17	19	22	
1450	27	32	24	29	20	19	22	
1451	35	35	2	52	5	5	4	
1452	36	24	9	13	17	28	25	
1453	36	24	10	13	17	11	25	
1454	36	24	12	13	17	30	34	
1455	36	24	24	13	17	11	25	
1456	36	40	47	13	36	28	29	
1457	37	14	19	37	17	11	26	
1458	37	38	19	37	16	11	26	
1459	38	39	9	13	17	44	26	
1460	49	4	44	9	23	35	7	
1461	53	40	47	13	36	11	29	
1462	83	23	32	12	118	170	146	
1463	6	95	4	222	7	7	7	
1464	6	4	12	1	8	13	7	
1465	76	43	19	37	30	1	2	
1466	6	65	2	25	5	5	2	
1467	10	11	4	12	7	8	2	
1468	6	6	5	26	11	8	6	
1469	6	11	14	8	8	6	6	
1470	92	40	87	96	70	8	29	
1471	6	7	14	1	8	18	2	
1472	34	36	4	87	67	16	4	
1473	10	29	4	8	8	8	44	
1474	21	22	131	52	5	5	4	
1475	6	11	15	16	9	8	7	
1476	6	11	15	16	24	8	14	
1477	6	26	33	1	24	8	6	
1478	111	11	4	14	8	8	10	
1479	6	99	22	1	8	7	2	
1480	6	249	12	1	20	12	7	
1481	92	6	33	131	24	3	7	
1482	9	4	87	96	70	58	2	
1483	6	6	5	1	9	7	14	
1484	53	23	4	1	7	8	2	
1485	92	231	87	96	70	58	2	
1486	6	11	57	1	7	8	6	
1487	10	11	4	8	8	13	6	
1488	10	11	4	8	8	8	73	
1490	9	6	204	131	24	8	7	
1491	6	11	4	223	8	78	2	
1493	6	4	4	18	176	8	14	
1494	1	4	44	9	11	35	7	
1495	8	11	4	8	8	9	2	
1496	8	7	4	8	8	47	6	
1497	64	7	1	1	8	18	6	
1498	18	22	20	6	177	5	4	
1499	6	4	12	1	178	13	7	
1500	6	122	205	1	8	8	81	
1501	56	4	12	1	20	77	7	
1502	6	63	7	1	14	7	7	
1503	11	63	7	1	14	7	147	
1504	11	63	7	1	14	172	7	
1505	11	63	7	1	14	173	7	
1506	206	52	10	14	17	25	17	
1508	207	23	176	141	170	2	2	
1509	6	4	4	224	175	8	14	
1510	208	8	4	225	9	23	7	
1511	6	4	4	1	9	8	2	
1512	1	159	1	138	104	106	1	
1513	1	10	1	1	105	1	1	
1514	6	250	83	28	1	1	44	
1515	10	11	5	8	7	1	2	
1516	6	4	32	185	24	12	7	
1517	6	4	12	33	24	8	7	
1518	6	7	4	1	8	18	2	
1519	36	24	9	16	17	11	25	
1520	21	35	27	14	5	5	4	
1521	36	24	9	185	17	11	25	
1522	37	38	19	13	17	8	26	
1523	37	38	19	36	17	11	26	
1524	6	19	64	26	11	8	6	
1525	6	4	1	13	69	8	20	
1526	13	52	41	14	17	25	17	
1527	40	13	9	13	16	126	9	
1528	6	6	4	1	9	8	6	
1529	40	1	84	13	17	68	34	
1530	13	24	19	36	23	11	34	
1531	37	38	19	37	17	5	26	
1532	6	6	5	10	11	8	7	
1533	13	13	9	13	16	76	9	
1534	36	24	9	13	30	11	25	
1535	52	116	55	10	35	40	38	
1536	126	160	131	6	9	5	99	
1537	1	4	12	1	20	12	7	
1538	6	220	3	26	28	7	10	
1539	34	36	28	25	5	16	4	
1540	14	14	10	14	20	7	10	
1541	37	38	19	37	17	68	26	
1542	6	4	60	1	31	18	7	
1543	4	26	17	25	5	5	19	
1544	100	37	29	25	4	5	73	
1545	21	35	67	6	5	5	44	
1546	13	108	10	97	17	68	93	
1547	36	24	9	13	4	11	25	
1548	13	13	9	13	20	10	9	
1549	6	11	4	1	7	8	6	
1551	6	250	83	28	1	1	2	
1552	145	50	22	49	37	41	39	
1553	92	197	87	96	70	58	2	
1554	6	220	12	1	20	12	7	
1555	1	46	22	11	7	7	7	
1556	6	197	14	16	24	8	6	
1557	56	95	26	140	9	1	17	
1558	56	220	19	10	9	8	6	
1559	13	115	9	13	16	76	9	
1560	62	100	1	31	5	5	99	
1561	56	197	1	58	8	18	2	
1562	43	118	15	18	11	7	6	
1564	10	252	5	8	7	8	2	
1565	16	4	12	16	9	7	148	
1566	6	4	12	227	9	7	7	
1567	46	26	208	6	4	16	4	
1568	37	38	19	37	17	11	149	
1569	4	26	2	25	5	5	150	
1570	210	95	209	10	22	35	151	
1571	6	25	7	140	1	175	2	
1572	13	253	10	14	17	94	10	
1573	6	4	12	16	9	7	144	
1574	56	4	12	1	20	18	7	
1575	4	26	32	25	5	5	19	
1576	92	4	87	18	70	58	2	
1577	211	255	212	1	14	176	152	
1578	212	63	213	1	14	177	7	
1579	15	24	10	230	17	37	36	
1580	54	22	211	31	182	16	4	
1581	6	254	12	1	20	12	25	
1582	6	4	4	1	9	26	2	
1583	13	21	210	228	17	36	15	
1584	8	7	1	229	8	8	6	
1585	10	11	4	8	8	1	2	
1586	6	4	4	231	183	8	7	
1587	83	34	214	12	157	22	2	
1588	1	251	207	25	180	5	19	
1589	6	4	12	16	7	5	6	
1590	203	223	181	232	152	16	19	
1591	13	43	202	14	30	94	92	
1592	9	8	5	233	11	8	7	
1593	1	15	22	26	5	49	2	
1594	6	11	4	234	7	8	6	
1595	213	12	8	12	15	2	2	
1596	6	256	4	91	7	8	6	
1597	13	40	215	13	23	28	30	
1598	8	7	1	8	8	13	47	
1599	6	7	4	10	7	8	6	
1600	6	38	3	18	9	8	6	
1601	132	257	134	144	110	66	102	
1602	136	11	4	1	8	18	2	
1603	8	7	203	8	8	18	6	
1604	14	14	10	14	17	8	10	
1605	4	26	61	25	5	5	19	
1606	9	23	47	18	9	8	6	
1607	12	260	176	117	24	2	2	
1608	13	14	217	36	23	11	10	
1609	6	4	3	10	24	181	6	
1610	6	4	3	18	9	8	2	
1611	6	4	15	18	9	26	7	
1612	6	4	15	18	24	26	14	
1613	6	29	3	1	11	62	6	
1614	6	41	33	16	9	8	14	
1615	6	263	12	1	20	13	7	
1616	9	6	5	10	9	8	6	
1617	10	211	4	8	8	184	2	
1618	36	24	9	13	17	11	159	
1619	37	38	19	37	17	183	26	
1620	57	11	218	109	7	8	2	
1621	83	262	136	168	1	178	157	
1622	208	8	4	225	9	182	7	
1623	214	19	12	16	9	8	7	
1624	215	11	4	8	8	8	2	
1625	216	4	6	140	24	1	160	
1626	10	7	5	8	12	8	2	
1627	112	11	5	12	186	8	86	
1628	6	264	4	1	8	18	2	
1629	83	12	155	30	1	1	17	
1630	6	11	4	8	187	8	2	
1631	10	265	4	8	8	8	2	
1632	136	11	5	12	7	8	2	
1633	218	266	75	242	1	187	2	
1634	10	11	4	8	12	8	2	
1635	10	7	4	8	12	8	161	
1636	10	267	4	8	12	8	2	
1637	6	29	16	1	24	8	7	
1638	10	11	4	12	8	45	2	
1640	6	31	4	28	1	1	2	
1641	13	39	93	100	17	28	122	
1642	6	4	5	18	11	8	6	
1643	13	24	58	37	17	11	25	
1644	6	11	61	50	13	6	3	
1645	219	4	12	1	20	13	7	
1646	92	4	87	96	70	58	28	
1647	4	26	2	25	5	5	76	
1648	83	262	27	168	5	178	157	
1649	21	35	136	6	1	5	4	
1650	53	40	12	13	36	8	29	
1651	13	52	12	14	17	25	17	
1652	4	2	2	236	4	18	154	
1653	6	4	14	1	11	62	6	
1654	6	4	4	239	43	18	6	
1655	13	52	156	14	17	179	17	
1656	6	29	14	16	24	7	2	
1657	21	35	2	52	5	5	4	
1658	10	11	10	36	8	11	2	
1659	10	11	19	8	185	8	2	
1660	6	7	57	1	8	8	155	
1661	37	38	4	237	8	11	26	
1662	9	23	33	1	7	8	156	
1663	36	24	9	13	17	180	25	
1664	6	4	15	1	9	2	7	
1665	63	29	3	1	24	23	7	
1666	14	14	10	14	184	7	10	
1667	13	52	4	14	17	25	17	
1668	10	99	10	91	17	7	2	
1669	6	8	5	1	8	48	7	
1670	18	218	67	240	5	5	4	
1671	6	4	12	138	20	13	7	
1672	6	261	12	1	20	12	7	
1673	6	23	4	1	7	8	14	
1674	101	88	97	108	7	13	2	
1675	1	107	7	238	7	3	7	
1676	99	6	33	33	24	11	7	
1677	13	38	19	37	18	76	158	
1678	13	14	19	36	23	8	10	
1679	6	4	12	1	20	2	44	
1680	53	40	33	13	36	28	29	
1681	12	58	54	8	1	2	47	
1682	6	4	4	16	24	12	14	
1683	10	11	4	8	8	8	162	
1684	10	11	5	10	7	8	2	
1685	6	6	15	10	9	7	7	
1686	100	23	7	45	7	35	7	
1687	87	187	22	52	180	129	19	
1688	6	11	5	1	8	18	2	
1689	6	4	5	18	11	8	151	
1690	6	11	12	1	20	12	7	
1691	10	187	4	8	8	8	2	
1692	87	41	22	52	180	129	19	
1693	6	187	12	1	20	13	7	
1694	87	7	22	52	180	129	19	
1695	10	11	4	1	8	18	2	
1696	10	41	4	8	12	8	2	
1697	87	187	22	52	5	129	19	
1698	20	45	41	43	180	32	2	
1699	92	4	208	96	70	58	2	
1700	6	70	32	16	11	8	44	
1701	176	118	5	18	9	47	14	
1702	10	11	1	8	8	13	2	
1703	6	11	4	8	8	84	2	
1704	6	19	3	135	11	8	7	
1705	16	4	219	16	9	7	7	
1706	6	29	12	16	11	8	6	
1708	92	11	4	8	8	13	73	
1709	83	269	221	244	193	2	2	
1710	33	26	2	31	5	7	19	
1711	8	7	1	8	8	1	6	
1712	220	11	4	8	8	8	2	
1713	10	11	4	8	194	189	2	
1714	6	11	4	10	7	8	163	
1715	57	11	1	245	7	8	2	
1716	10	27	4	8	8	8	164	
1717	6	29	15	246	195	8	14	
1718	6	65	6	140	196	1	165	
1719	63	29	3	1	197	23	7	
1720	9	270	33	131	24	8	7	
1721	222	11	4	8	8	8	2	
1722	101	4	97	29	70	158	2	
1723	9	19	32	1	9	8	6	
1724	9	29	12	26	11	8	7	
1725	6	4	14	1	20	8	7	
1726	6	23	4	1	9	26	2	
1727	6	19	3	16	11	8	6	
1728	10	107	1	10	12	8	20	
1729	6	27	5	10	12	8	2	
1730	6	69	158	18	9	8	7	
1731	10	11	4	8	8	8	91	
1732	16	4	12	16	189	7	7	
1733	109	65	5	243	9	13	14	
1734	10	7	57	124	191	18	6	
1735	36	273	9	13	17	11	25	
1736	88	24	19	36	23	44	26	
1737	6	23	32	88	9	8	7	
1738	1	4	1	5	1	1	1	
1739	1	4	1	5	1	107	5	
1740	1	4	1	5	1	1	153	
1741	1	4	1	5	1	1	169	
1742	1	4	1	241	1	185	1	
1743	1	4	1	219	1	1	1	
1744	1	10	1	1	1	1	5	
1745	1	10	1	1	1	1	50	
1746	1	244	1	1	1	1	1	
1747	3	272	60	3	6	3	3	
1748	6	59	60	3	6	52	3	
1749	6	59	66	65	6	3	3	
1750	6	59	60	67	6	6	3	
1751	6	59	60	70	6	3	3	
1752	6	59	60	70	49	188	3	
1753	6	61	6	11	51	3	60	
1754	11	63	7	1	14	7	25	
1755	11	63	7	1	14	11	7	
1756	11	63	7	1	14	186	7	
1757	11	63	9	1	14	7	7	
1758	14	14	10	235	17	7	10	
